name,description,latitude,longitude,state,image_url,type
Buffalo History Museum,"The Buffalo History Museum is located at 1 Museum Court in Buffalo, New York, just east of Elmwood Avenue and off of Nottingham Terrace, north of the Scajaquada Expressway, in the northwest corner of Delaware Park.",42.93555556,-78.87666667,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lincoln%2C_the_Emancipator_at_The_Buffalo_History_Museum.jpg/330px-Lincoln%2C_the_Emancipator_at_The_Buffalo_History_Museum.jpg,Manmade
Richardson Olmsted Complex,"The Richardson Olmsted Campus in Buffalo, New York, United States, was designated a National Historic Landmark in 1986. The site was designed by the American architect Henry Hobson Richardson in concert with the famed landscape team of Frederick Law Olmsted and Calvert Vaux in the late 1800s, incorporating a system of treatment for people with mental illness developed by Dr. Thomas Story Kirkbride known as the Kirkbride Plan. Over the years, as mental health treatment changed and resources were diverted, the buildings and grounds began a slow deterioration. By 1974, the last patients were removed from the historic wards. On June 24, 1986, the former Buffalo State Asylum for the Insane was added to the National Historic Landmark registry. In 2006, the Richardson Center Corporation was formed to restore the buildings.",42.92861111,-78.88197222,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Central_Wing%2C_Old_Buffalo_State_Hospital%2C_Richardson_Olmsted_Complex%2C_Elmwood_Village%2C_Buffalo%2C_NY_-_52596088993.jpg/330px-Central_Wing%2C_Old_Buffalo_State_Hospital%2C_Richardson_Olmsted_Complex%2C_Elmwood_Village%2C_Buffalo%2C_NY_-_52596088993.jpg,Manmade
Riverby,"Riverby was the estate of the American naturalist John Burroughs (1837–1921), who wrote and created a genre of naturalist essays. It is located above the west bank of the Hudson River, in the town of West Park, in Ulster County, New York. Burroughs built the main house and a separate study, where he did much of his most influential writing. The property was designated a National Historic Landmark in 1968. It is private property, still partially held by the Burroughs family, and is not open to the public.",41.8,-73.95888889,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/JohnBurroughsAtRiverby1919.jpg/330px-JohnBurroughsAtRiverby1919.jpg,Manmade
Camp Pine Knot,"Camp Pine Knot, also known as Huntington Memorial Camp, on Raquette Lake in the Adirondack Mountains of New York State, was built by William West Durant. Begun in 1877, it was the first of the ""Adirondack Great Camps"" and epitomizes the ""Great Camp"" architectural style. Elements of that style include log and native stonework construction, decorative rustic items of branches and twigs, and layout as a compound of separated structures. It is located on the southwest tip of Long Point, a two-mile long point extending into Raquette Lake, in the Town of Long Lake in Hamilton County, New York.",43.821325,-74.62619722,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Camp_Pine_Knot%2C_Metcalf_Hall.jpg/330px-Camp_Pine_Knot%2C_Metcalf_Hall.jpg,Manmade
Camp Uncas,"Camp Uncas is an Adirondack Great Camp, the second built by William West Durant for his own use. It lies on the shore of 110-acre (45 ha) Lake Mohegan, near Great Camp Sagamore, and was completed in two years.",43.74388889,-74.64805556,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/1899-Stoddard-Uncas-gate-L.jpg/330px-1899-Stoddard-Uncas-gate-L.jpg,Manmade
Canfield Casino and Congress Park,"Canfield Casino and Congress Park is a 17-acre (6.9 ha) site in Saratoga Springs, New York, United States. It was formerly the site of the Congress Hotel, a large resort hotel, and the Congress Spring Bottling Plant, as well as Canfield Casino, which together brought Saratoga Springs international fame as a health spa and gambling site. At the peak of its popularity it was a place where the wealthy, major gamblers and stars of the entertainment world mingled. The park's artwork includes a statue by Daniel Chester French and landscape design by Frederick Law Olmsted, among others.",43.07907778,-73.7823,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Canfield_Casino_main_building_and_east_wing%2C_Saratoga_Springs.jpg/330px-Canfield_Casino_main_building_and_east_wing%2C_Saratoga_Springs.jpg,Manmade
Chautauqua Institution,"The Chautauqua Institution is a 501(c)(3) nonprofit education center and summer resort for adults and youth located on 2,070 acres (840 ha) in Chautauqua, New York, 17 miles (27 km) northwest of Jamestown in the western southern tier of New York state. Established in 1874, the institution was the home of, and provided the impetus for, the Chautauqua movement that became popular in the United States in the late 19th and early 20th centuries. The Chautauqua Institution Historic District is listed on the National Register of Historic Places and was further designated a National Historic Landmark.",42.20972222,-79.46694444,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/ChautauquaInst_HallPhilosophy.jpg/330px-ChautauquaInst_HallPhilosophy.jpg,Manmade
Christeen,Christeen is the oldest oyster sloop in the United States and was declared a National Historic Landmark in 1992.,40.87774,-73.539702,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Oyster_Bay_The_Christeen.jpg/330px-Oyster_Bay_The_Christeen.jpg,Manmade
Olana State Historic Site,"Olana State Historic Site is a historic house museum and landscape in Greenport, New York, near the city of Hudson. The estate was home to Frederic Edwin Church (1826–1900), one of the major figures in the Hudson River School of landscape painting. The centerpiece of Olana is an eclectic villa which overlooks parkland and a working farm designed by the artist. The residence has a wide view of the Hudson River Valley, the Catskill Mountains and the Taconic Range. Church and his wife Isabel (1836–1899) named their estate after a fortress-treasure house in ancient Greater Persia, which also overlooked a river valley.",42.21777778,-73.82944444,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Olana_WLM_06.jpg/330px-Olana_WLM_06.jpg,Manmade
Clermont State Historic Site,"The Clermont State Historic Site, also known as the Clermont estate, the Clermont Manor or just Clermont, is a New York State Historic Site in southwestern Columbia County, New York, United States. It protects
the former estate of the Livingston family, seven generations of whom lived on the site over more than two centuries.",42.08583333,-73.91944444,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Clermont-manor.jpg/330px-Clermont-manor.jpg,Manmade
Cobblestone Historic District,"The Cobblestone Historic District is located along state highway NY 104 in Childs, New York, United States. It comprises three buildings that exemplify the cobblestone architecture developed to a high degree in the regions of upstate New York near Lake Ontario and exported to other areas with settlers. It is the location of the Albion-based Cobblestone Society's Cobblestone Museum.",43.28694444,-78.19083333,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Cobblestone_Church%2C_Childs%2C_NY.jpg/330px-Cobblestone_Church%2C_Childs%2C_NY.jpg,Manmade
Thomas Cole National Historic Site,"The Thomas Cole National Historic Site, also known as Cedar Grove, is a National Historic Landmark that includes the home and the studio of painter Thomas Cole, founder of the Hudson River School of American painting. It is located at 218 Spring Street, Catskill, NY, United States. The site provided Thomas Cole with a residence and studio from 1833 through his death in 1848.",42.22583333,-73.86194444,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Thomas_Cole_NHS_17.jpg/330px-Thomas_Cole_NHS_17.jpg,Manmade
Fort Niagara,"Fort Niagara, also known as Old Fort Niagara, is a fortification originally built by New France to protect its interests in North America, specifically control of access between the Niagara River and Lake Ontario, the easternmost of the Great Lakes. The fort is on the river's eastern bank at its mouth on Lake Ontario. Youngstown, New York, later developed nearby.",43.26277778,-79.06305556,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/French_castle_at_Fort_Niagara_2.JPG/330px-French_castle_at_Fort_Niagara_2.JPG,Manmade
SS Columbia (1902 steamboat),"SS Columbia is one of the last remaining excursion steamship from the turn of the 20th century in existence, the other being her running mate and sister ship SS Ste. Claire which was badly damaged in a fire in 2018. Both were designed by Frank E. Kirby and Louis O. Keil, interior designer. Columbia was listed on the National Register of Historic Places in 1979, and was designated a National Historic Landmark in 1992. As of 2019, the vessel is docked at Silo City in Buffalo, New York while work is being done to rehabilitate it. However as of February 2024 the restoration group's website was offline and archived images showed no updates since 2021. In March 2024 a local news and events site described the vessel as ""at risk"" and their social media pages were offline.",42.860878,-78.862312,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Steamer_Columbia_-_Detroit_MI_-_1905.jpg/330px-Steamer_Columbia_-_Detroit_MI_-_1905.jpg,Manmade
Roscoe Conkling House,"The Roscoe Conkling House is a historic house at 3 Rutger Park in Utica, New York, United States. A National Historic Landmark, it was the home of Roscoe Conkling (1829–1888), a powerful and controversial politician. He is responsible, perhaps, for the angry, political atmosphere that led to the assassination of U.S. President James Garfield.",43.09610833,-75.22972778,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Roscoeconklinghouse.JPG/330px-Roscoeconklinghouse.JPG,Manmade
Aaron Copland House,"The Aaron Copland House, also known as Rock Hill or Copland House, is the former home of composer Aaron Copland for the last 30 years of his life, and now also a creative center for American music. Located on Washington Street in Cortlandt Manor, New York, United States, and built in the 1940s, the house and its garage were listed on the National Register of Historic Places in 2003, and five years later, in 2008, they were designated a National Historic Landmark, the only one in the country connected to a figure from the world of classical music. The grounds below Copland's home consist of a two-tiered garden ringed by natural woods, and in 2009, the National Wildlife Federation designated the property a Certified Wildlife Habitat.",41.24,-73.9025,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Aaron_Copland_House%2C_Cortlandt_Manor%2C_NY.jpg/330px-Aaron_Copland_House%2C_Cortlandt_Manor%2C_NY.jpg,Manmade
Croton Aqueduct,"The Croton Aqueduct or Old Croton Aqueduct was a large and complex water distribution system constructed for New York City between 1837 and 1842. The great aqueducts, which were among the first in the United States, carried water by gravity 41 miles (66 km) from the Croton River in Westchester County to reservoirs in Manhattan. It was built because local water resources had become polluted and inadequate for the growing population of the city. Although the aqueduct was largely superseded by the New Croton Aqueduct, which was built in 1890, the Old Croton Aqueduct remained in service until 1955.",41.01196290150961,-73.87676823059954,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/45_William_England_-_High_Bridge%2C_Harlem_River%2C_New_York.jpg/330px-45_William_England_-_High_Bridge%2C_Harlem_River%2C_New_York.jpg,Manmade
Davis-Ferris Organ,"The Davis-Ferris Organ, built in 1847, is the oldest three-manual pipe organ that has escaped significant alteration in the United States. It is located in the Round Lake Auditorium in the village of Round Lake, New York. Originally located in the Calvary Church in Manhattan, it was moved to its present location in 1888, where it was used in Chautauqua-like summer programs into the 1920s. It is now owned and maintained by the village. It was designated a National Historic Landmark in 2016.",42.93666667,-73.79388889,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Davis-Ferris_Organ_Front_View.jpg/330px-Davis-Ferris_Organ_Front_View.jpg,Manmade
DeWint House,"The DeWint House, in Tappan, New York, is one of the oldest surviving structures in Rockland County and is an outstanding example of Hudson Valley Dutch Colonial architecture. It was built using brick and indigenous stone in 1700 by Daniel DeClark, a Hollander, who emigrated to America in 1676 and bought the land from Native Americans in 1682. The date of construction is marked by glazed bricks incorporated into the façade.",41.01972222,-73.94666667,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/DeWint_House_Tappan.JPG/330px-DeWint_House_Tappan.JPG,Manmade
Delaware and Hudson Canal,"The Delaware and Hudson Canal was the first venture of the Delaware and Hudson Canal Company, which would later build the Delaware and Hudson Railway. Between 1828 and 1899, the canal's barges carried anthracite coal from the mines of northeastern Pennsylvania to the Hudson River and then to market in New York City.",41.55578923201625,-74.511344146721,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Delaware_and_Hudson_Canal_near_Summitville%2C_NY.jpg/330px-Delaware_and_Hudson_Canal_near_Summitville%2C_NY.jpg,Manmade
Henry Draper Observatory,"The Henry Draper Observatory, also known as Draper Cottage and incorrectly as the John William Draper House, is a historic house and local history museum in Draper Park off US 9 in Hastings-on-Hudson, New York, United States. Its core is an astronomical observatory built about 1860 for Henry Draper (1837-1882). It was here that he made astrophotography history, taking some of the earliest photographs of the Moon to include identifiable features through a telescope in 1863.",40.99127778,-73.87975,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/HenryDraperObservatory.jpg/330px-HenryDraperObservatory.jpg,Manmade
Old Dutch Church of Sleepy Hollow,"The Old Dutch Church of Sleepy Hollow (Dutch: Oude Nederlandse Kerk van Sleepy Hollow), listed on the National Register of Historic Places as Dutch Reformed Church (Sleepy Hollow), is a 17th-century stone church located on Albany Post Road (U.S. Route 9) in Sleepy Hollow, New York, United States. The church and its three-acre (1.2 ha) churchyard feature prominently in Washington Irving's 1820 short story ""The Legend of Sleepy Hollow"". The churchyard is often confused with the contiguous but separate Sleepy Hollow Cemetery.",41.09027778,-73.86166667,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Old_Dutch_Church%2C_Sleepy_Hollow%2C_NY.jpg/330px-Old_Dutch_Church%2C_Sleepy_Hollow%2C_NY.jpg,Manmade
"Dutch Reformed Church (Newburgh, New York)","The Dutch Reformed Church is one of the most prominent architectural landmarks in Newburgh, New York. It was designed by Alexander Jackson Davis in 1835 in the Greek Revival style just after the dissolution of his partnership with Ithiel Town. It is his only surviving church in that style and is considered to be his latest building still standing that largely reflects his original vision. The church stands at 132 Grand Street, just north of the Newburgh Free Library.",41.50445278,-74.00898333,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Dutch_Reformed_Church%2C_Newburgh_NY.jpg/330px-Dutch_Reformed_Church%2C_Newburgh_NY.jpg,Manmade
Eagle Island Camp,"Eagle Island Camp, also known as Camp Eagle Island or simply EIC, is a youth summer camp and former Girl Scout camp in Franklin County, New York, located on Eagle Island on Upper Saranac Lake in New York's Adirondack region. The site is listed on the National Register of Historic Places.",44.2744,-74.3325,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/BLdgLodge_EIC.jpg/330px-BLdgLodge_EIC.jpg,Manmade
"Oakwood Cemetery (Troy, New York)","Oakwood Cemetery is a nonsectarian rural cemetery in northeastern Troy, New York, United States. It operates under the direction of the Troy Cemetery Association, a non-profit board of directors that deals strictly with the operation of the cemetery. It was established in 1848 in response to the growing rural cemetery movement in New England and went into service in 1850. The cemetery was designed by architect John C. Sidney and underwent its greatest development in the late 19th century under superintendent John Boetcher, who incorporated rare foliage and a clear landscape design strategy. Oakwood was the fourth rural cemetery opened in New York and its governing body was the first rural cemetery association created in the state.",42.76388889,-73.66638889,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Oakwood_Chapel_Pano.jpg/330px-Oakwood_Chapel_Pano.jpg,Manmade
George Eastman Museum,"The George Eastman Museum, also referred to as George Eastman House and the International Museum of Photography and Film, is a photography museum in Rochester, New York. Opened to the public in 1949, is the oldest museum dedicated to photography and one of the world's oldest film archives.",43.152147,-77.580278,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/George-Eastman-House%3DExterior.JPG/330px-George-Eastman-House%3DExterior.JPG,Manmade
Edward M. Cotter (fireboat),"Edward M. Cotter is a fireboat in use by the Buffalo Fire Department at Buffalo, New York, United States. Originally named William S. Grattan, it was built in 1900 by the Crescent Shipyard of Elizabeth Port, New Jersey. Due to age, it was rebuilt in 1953 and renamed Firefighter upon its return to service. The following year it was renamed Edward M. Cotter. Its namesake, Edward Cotter, was a Buffalo firefighter and leader of the local firefighters union who had recently died.",42.87235781708695,-78.87266457468596,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Cotter2017.jpg/330px-Cotter2017.jpg,Manmade
Elephant Hotel,"The Elephant Hotel is a historic former hotel which today serves as the town hall in Somers, in Westchester County, New York, United States. It was listed on the National Register of Historic Places (NRHP) on August 7, 1974 as Somers Town House and designated a National Historic Landmark in 2005 as Elephant Hotel. It is also a contributing property in the NRHP-listed Somers Hamlet Historic District. It is located at 335 US 202, across from the northern end of NY 100.",41.32805556,-73.68555556,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Elephant_Hotel_2007.jpg/330px-Elephant_Hotel_2007.jpg,Manmade
Schoharie Crossing State Historic Site,"Schoharie Crossing State Historic Site, also known as Erie Canal National Historic Landmark, is a historic district that includes the ruins of the Erie Canal aqueduct over Schoharie Creek, and a 3.5-mile (5.6 km) long part of the Erie Canal, in the towns of Glen and Florida within Montgomery County, New York. It was the first part of the old canal to be designated a National Historic Landmark, prior to the designation of the entire New York State Barge Canal as an NHL in 2017.",42.939625,-74.28628333,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/ErieCanalSchoharieCrossing_HAER_cropped.jpg/330px-ErieCanalSchoharieCrossing_HAER_cropped.jpg,Manmade
Fillmore House,"The Fillmore House, or Millard Fillmore House, is a historic house museum at 24 Shearer Avenue in East Aurora in Erie County, New York. Built in 1826, it was from then until 1830 the residence of the 13th president of the United States, Millard Fillmore. It has been moved twice and significantly altered. It was designated a National Historic Landmark in 1974. The house is owned by the Aurora Historical Society and has been decorated with period furnishings. As of 2022, it is open for tours by reservation only.",42.76829722,-78.62250556,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Millard_Fillmore_House_Sep_12.jpg/330px-Millard_Fillmore_House_Sep_12.jpg,Manmade
Fire Fighter (fireboat),"Fire Fighter is a fireboat which served the New York City Fire Department from 1938 through 2010, serving with Marine Companies 1, 8 and 9 during her career. The most powerful diesel-electric fireboat in terms of pumping capacity when built in 1938, Fire Fighter fought more than 50 major fires during her career, including fires aboard the SS Normandie in 1942 and the SS El Estero in 1943, the 1973 collision of the Esso Brussels and SS Sea Witch, and the terrorist attacks on September 11, 2001.",41.36259802787129,-71.96508605762837,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Firefighter-nhl.JPG/330px-Firefighter-nhl.JPG,Manmade
Old Whaler's Church (Sag Harbor),"First Presbyterian Church in Sag Harbor, New York, also known as Old Whaler's Church, is a historic and architecturally notable Presbyterian church built in 1844 in the Egyptian Revival style. The church is Sag Harbor's ""most distinguished landmark."" The facade has been described as ""the most important (surviving) example of Egyptian revival style in the United States,"" and ""the best example of the Egyptian Revival style in the U.S. today.",40.99722222,-72.29361111,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/FirstPresbyterianChurch_SagHarbor_HABS_cropped.jpg/330px-FirstPresbyterianChurch_SagHarbor_HABS_cropped.jpg,Manmade
"Old Dutch Church (Kingston, New York)","The Old Dutch Church, officially known as the First Reformed Protestant Dutch Church of Kingston, is located on Wall Street in Kingston, New York, United States. Formally organized in 1659, it is one of the oldest continuously existing congregations in the country. Its current building, the fifth, is an 1852 structure by Minard Lafever that was designated a National Historic Landmark in 2008, the only one in the city. The church's 225-foot (69 m) steeple, a replacement for a taller but similar original that collapsed, makes it the tallest building in Kingston and a symbol of the city.",41.93302605629123,-74.01902043240639,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Old_Dutch_Church%2C_Kingston%2C_NY.jpg/330px-Old_Dutch_Church%2C_Kingston%2C_NY.jpg,Manmade
Gen. William Floyd House,"The Gen. William Floyd House is a historic house on Main Street at Gifford Hill Road in Westernville, New York. Built in 1803, it was the last home of Founding Father William Floyd (1734–1821), a signer of the Declaration of Independence, and a driving force in the settlement of the area. It was declared a National Historic Landmark in 1971. The house is a private residence, and is not normally open to the public.",43.30611111,-75.38388889,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/GeneralWilliamFloydHouse_WesternvilleNY_SouthFront_fromSoutheast_HABScropped.jpg/330px-GeneralWilliamFloydHouse_WesternvilleNY_SouthFront_fromSoutheast_HABScropped.jpg,Manmade
Fort Corchaug Archaeological Site,"Fort Corchaug Archeological Site is a prehistoric archaeological site in Cutchogue on eastern Long Island in New York State. It is located west of the North Fork Country Club, on the south side of Main Road. The site shows evidence of 17th century contact between Native Americans and Europeans. Fort Corchaug itself was a log fort built by Native Americans. It may have been to protect the Corchaug tribe from other Indians, built with the help of Europeans. Ralph Solecki, a prominent American archaeologist, grew up nearby and conducted several digs on site.",41.00268333,-72.49874444,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Fort-corchaug-vicinity.jpg/330px-Fort-corchaug-vicinity.jpg,Manmade
Fort Crailo,"The Crailo State Historic Site is a historic, fortified brick manor house in Rensselaer, New York which was built in 1707. The word Crailo is derived from kraaien bos and refers to Kiliaen van Rensselaer's estate in Huizen, Holland, which is also named ""Crailo"". Fort Crailo is listed on the National Register of Historic Places.",42.63547778,-73.749625,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Fort_Crailo_2010.jpg/330px-Fort_Crailo_2010.jpg,Manmade
Fort Crown Point,"Fort Crown Point was built by the combined efforts of British and Colonial troops from New York and the New England Colonies in 1759 at a narrows on Lake Champlain on the border between New York and Vermont. It was erected to secure the region against the French in upstate New York near the town of Crown Point, and it was the largest earthen fortress built in the American colonies. The fort's ruins are a National Historic Landmark administered as part of Crown Point State Historic Site.",44.02916667,-73.43111111,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Fort_Crown_Point_New_York.jpg/330px-Fort_Crown_Point_New_York.jpg,Manmade
Old Fort Johnson,"Old Fort Johnson is a historic house museum and historic site at 2 Mergner Road in Fort Johnson, New York. It is the site of Fort Johnson, a two-story stone house originally enclosed in fortifications built by Sir William Johnson about 1749. The fort served as Johnson's home, business office and trading center until 1763 when he moved to Johnson Hall in what is now Johnstown, New York. Sir William's son Sir John Johnson owned the house from 1763 until 1776, when it was confiscated by the local Committee of Safety. The house remains and is owned and operated as a museum by the Montgomery County Historical Society. It was designated a National Historic Landmark in 1972.",42.95722222,-74.24166667,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/2020_Old_Fort_Johnson_main_building.jpg/330px-2020_Old_Fort_Johnson_main_building.jpg,Manmade
Fort Klock,"Fort Klock, a fortified stone homestead in the Mohawk River Valley of Upstate New York, was built c.1750 by Johannes Klock, and is a good example of a mid-18th century fortified home and trading post, seeing use during the French and Indian War and the American Revolutionary War The fort is located at 7203 Route 5 roughly two miles (3 km) east of the Village of St. Johnsville, New York. Fort Klock is part of a 30-acre (12 ha) complex that includes the historic homestead, a renovated Colonial Dutch Barn, blacksmith shop, and 19th-century schoolhouse. The site is maintained by Fort Klock Historic Restoration and is open seasonally as a living museum. The fort was declared a National Historic Landmark in 1972.",42.98525556,-74.64912222,New York,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/FortklockSept1991.jpg/330px-FortklockSept1991.jpg,Manmade
